Fecha;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
11/01/2024 10:00;29,8;12;2;0;306;15,5;0,4;16,9;15,54142634;27,6;0;21,4;0;36
11/01/2024 11:00;29,8;7;0,5;0;358;19;0,2;8,7;5,899985924;12,7;0;22;0;34
11/01/2024 12:00;21,3;4;1,3;0;220;22;0,2;8,6;6,331692211;13;0;23,5;0;30
11/01/2024 13:00;15,6;2;0,6;0;286;29,5;0,2;6,6;10,2170488;13,7;0;26,3;0;26
11/01/2024 14:00;12;5;0,4;0;176;51,6;0,6;7,5;32,23406944;29,9;0;21,7;0;45
11/01/2024 15:00;0;30;0,4;0;129;52,9;0,5;6,3;27,62920238;25,5;0;21,2;0;49
11/01/2024 16:00;38;30;3,1;0,3;80;33,4;0,6;8,4;39,14137003;35,5;0;17,9;0;64
11/01/2024 17:00;48,5;34;2,2;0;114;29,6;0,6;9;35,54381764;33,7;0;19,5;0;58
11/01/2024 18:00;46,4;29;0,4;0;228;23,8;0,8;10,5;38,99746794;37,6;0;17,9;0;60
11/01/2024 19:00;53,7;24;0,9;0;38;10,2;1,1;3,7;0;3,7;0;16,3;0;64
11/01/2024 20:00;41,4;0;1,7;0;8;4,3;1,2;0;0;0;0;16,1;0;65
11/01/2024 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/01/2024 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/01/2024 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 0:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 1:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 2:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 3:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 4:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 5:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 6:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 7:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 8:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 9:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2024 11:00;48,6;0;1,1;0;143;27,1;1,1;12,3;30,79504848;33,6;0;22,8;0;41
12/01/2024 12:00;34,7;25;1;0;135;26,5;0,8;8,9;20,57799969;23,1;0;22,6;0;41
12/01/2024 13:00;35,5;21;0,9;0;55;26;0,5;7,2;8,490223647;13,1;0;23,3;0;37
12/01/2024 14:00;32,5;14;1,5;0;306;34,9;0,7;7,1;18,70727244;20,1;0;22,9;0;42
12/01/2024 15:00;49,7;28;0,4;0;77;33,4;0,7;9,6;31,94626525;31,8;0;21;0;51
12/01/2024 16:00;49,8;25;0,2;0;351;30;0,8;11,4;40,00478261;39,1;0;19,7;0;55
12/01/2024 17:00;54;23;1,3;0;276;26,6;0,9;12,6;43,02672662;42,5;0;18,7;0;57
12/01/2024 18:00;57,9;26;0,6;0;295;23,4;1;11;35,83162183;35,9;0;18,5;0;59
12/01/2024 19:00;57,8;22;1,5;0;357;11,8;1,1;18,6;48,63890835;52,5;0;16,7;0;66
12/01/2024 20:00;62,3;21;0,4;0;163;12,5;1;11,2;46,9120832;43,8;0;15,9;0;68
12/01/2024 21:00;47,6;20;2;0;18;7,1;1,1;14,4;56,26571942;53,6;0;16;0;66
12/01/2024 22:00;53,8;30;1,8;0,2;145;7,2;1;10,4;59,28766343;51,7;0;15,9;0;70
12/01/2024 23:00;57,4;31;1,8;0,3;269;5,6;0,9;11,2;55,69011104;49,9;0;14,8;0;78
13/01/2024 0:00;62,9;35;1,6;4,1;296;11,9;0,6;5,7;36,8389365;31,3;0;14,3;0;79
13/01/2024 1:00;48,7;18;1,7;0,1;312;9;0,5;5,9;34,68040507;30;0;13,6;0;83
13/01/2024 2:00;40,9;27;0,2;0;249;5,4;0,4;5,8;31,65846106;27,9;0;13,6;0;83
13/01/2024 3:00;34,2;20;0,9;0;168;4,5;0,3;4,8;26,04627932;22,9;0;13,2;0;81
13/01/2024 4:00;37,7;20;1;0;171;3,4;0,3;6;29,78773381;26,7;0;13,4;0;80
13/01/2024 5:00;32;19;1,7;0;194;2,2;0,4;12,3;38,13405536;38,9;0;13,4;0;79
13/01/2024 6:00;33,4;22;1,5;0;286;0,5;0,5;26,5;37,84625117;52,8;0;13,2;0;78
13/01/2024 7:00;38,9;31;1,4;0;24;1,4;0,7;28,6;36,9828386;54,4;0;13,1;0;77
13/01/2024 8:00;41,5;29;1;0;85;6,8;0,6;22,3;29,78773381;43;0;14,2;0;73
13/01/2024 9:00;43,1;32;1;0;214;18,9;0,4;11,7;22,73653112;27,5;0;18,7;0;56
13/01/2024 10:00;35,1;27;1,2;0;195;28,4;0,4;11,7;22,16092274;27,1;0;21,6;0;44
13/01/2024 11:00;26,3;21;0,4;0;253;37,1;0,4;9,2;22,44872693;24,8;0;22,7;0;40
13/01/2024 12:00;20;20;1,9;0;25;39,1;0,4;7,3;21,87311855;22,6;0;21,5;0;43
13/01/2024 13:00;27,7;26;1,1;0;334;35,8;0,7;10,9;36,55113231;36,3;0;19,1;0;58
13/01/2024 14:00;41;41;1,5;0;300;49,9;0,5;7;26,47798561;25,4;0;19,7;0;56
13/01/2024 15:00;41,1;40;0,2;0;31;46,3;0,5;7;29,93163591;27,8;0;18,4;0;61
13/01/2024 16:00;45,5;39;1,6;0;121;40,4;0,5;7,4;29,78773381;28,1;0;18,6;0;61
13/01/2024 17:00;57,5;36;0,4;0;278;36,6;0,5;6,8;32,52187363;29,4;0;18,5;0;60
13/01/2024 18:00;48;28;1,4;0;295;29,7;0,6;6,1;33,5291883;29,4;0;18,2;0;60
13/01/2024 19:00;42,8;27;0,2;0;262;25,5;0,6;6,6;37,55844698;32,7;0;16,6;0;65
13/01/2024 20:00;41;30;0,8;0;6;9,8;0,7;11,2;49,79012512;45,9;0;15,9;0;69
13/01/2024 21:00;42,9;33;1,6;0;48;6,4;0,7;11,4;44,46574758;42,3;0;14,7;0;74
13/01/2024 22:00;47,4;28;1,7;0;44;3,2;0,9;19,2;48,35110416;52,8;0;14,7;0;75
13/01/2024 23:00;46,9;26;1,9;0;51;1,8;0,7;18;46,9120832;50,6;0;14,1;0;78
14/01/2024 0:00;50,8;27;1,8;0;58;0,4;0,7;39,7;54,68279637;77,7;0;14,1;0;78
14/01/2024 1:00;41,2;27;1,1;0;104;4,6;0,4;12;39,14137003;39,3;0;13,9;0;78
14/01/2024 2:00;42,1;18;1,1;0;305;10,2;0,3;5,3;23,16823741;21,4;0;13,3;0;81
14/01/2024 3:00;38,8;16;1,1;0;60;8,7;0,3;3,8;22,01702064;19,1;0;12,7;0;82
14/01/2024 4:00;31,1;16;0,9;0;99;7,5;0,3;4,4;22,88043322;20,4;0;12,2;0;83
14/01/2024 5:00;29;26;0,7;0;125;7,5;0,3;4;22,30482484;19,5;0;12,3;0;83
14/01/2024 6:00;28,3;26;0,9;0;180;3,5;0,6;20;29,78773381;40,7;0;11,8;0;83
14/01/2024 7:00;39,3;36;0,9;0;244;0,6;1;48;39,28527213;75,4;0;11,8;0;76
14/01/2024 8:00;37;37;0,7;0;30;7,1;0,6;22,3;28,63651705;42,2;0;13,9;0;74
14/01/2024 9:00;48,5;31;0,5;0;335;19,9;0,4;12;20,1462934;26;0;18,1;0;58
14/01/2024 10:00;43,7;29;1,3;0;123;30,1;0,2;6,1;11,22436347;13,9;0;20,3;0;47
14/01/2024 11:00;31,3;16;1,3;0;231;32,7;0,2;5,7;13,09509071;14,8;0;20,9;0;42
14/01/2024 12:00;22,6;21;0,7;0;320;33,7;0,2;5,2;8,05851736;10,7;0;22;0;37
14/01/2024 13:00;17,3;12;0,6;0;349;31,9;0,1;5;6,187790116;9,3;0;23,1;0;34
14/01/2024 14:00;13,7;13;1,6;0;351;33,9;0,1;4,7;6,331692211;9,1;0;24,7;0;30
14/01/2024 15:00;11;9;0,5;0;179;36,8;0,3;5,9;15,68532843;16,8;0;23,3;0;38
14/01/2024 16:00;0;25;1,7;0;141;37,4;0,3;6,8;17,69995777;19,1;0;22,8;0;46
14/01/2024 17:00;0;22;2,8;0;188;32,2;0,3;6;14,39020957;16;0;20,6;0;53
14/01/2024 18:00;18;18;1,5;0;342;24,4;0,4;6,9;21,72921645;22;0;18,9;0;56
14/01/2024 19:00;19,7;18;0,6;0;312;20;0,4;5,8;20,72190178;20,2;0;16,5;0;61
14/01/2024 20:00;22,3;15;2,1;0;214;10,5;0,6;8,4;34,82430716;32,6;0;16;0;62
14/01/2024 21:00;18,7;15;1,7;0;133;5,8;0,7;8,4;43,17062871;38,4;0;15,8;0;65
14/01/2024 22:00;28,1;20;1,7;0;95;5,8;0,6;9;43,17062871;38,9;0;15,7;0;61
14/01/2024 23:00;28,1;19;2;0;64;16,7;0,3;4,1;18,41946825;16,9;0;14,9;0;59
15/01/2024 0:00;27,3;15;1,2;0;50;16,5;0,2;4,3;16,54874101;15,8;0;14,3;0;62
15/01/2024 1:00;19,7;13;1,1;0;49;16;0,2;4,2;18,13166406;16,8;0;12,9;0;66
15/01/2024 2:00;15;15;1,2;0;49;23,5;0,1;3,4;7,914615264;8,9;0;12;0;63
15/01/2024 3:00;20,7;10;1;0;45;22,1;0,1;3,6;8,346321551;9,4;0;11,1;0;64
15/01/2024 4:00;18,3;9;1,6;0;24;19,2;0,1;3,9;12,95118861;12,9;0;10,4;0;67
15/01/2024 5:00;14;9;1,2;0;3;11,1;0,2;17,9;34,53650297;41,9;0;10;0;68
15/01/2024 6:00;19,6;19;1,4;0;351;3,3;0,6;54,8;56,26571942;94,2;0;9,8;0;63
15/01/2024 7:00;21,2;16;1,8;0;338;4;0,8;31,7;43,02672662;61,6;0;10,8;0;53
15/01/2024 8:00;19,6;13;0,9;0;80;15,5;0,5;14,8;19,71458711;28,5;0;13,1;0;50
15/01/2024 9:00;17,2;10;3,3;0;181;19,8;0,4;15,8;16,8365452;27,4;0;17,4;0;39
15/01/2024 10:00;28,6;8;1,5;0;252;23,5;0,2;11,1;13,23899281;20,3;0;20,1;0;32
15/01/2024 11:00;21,6;9;2,2;0;87;24,3;0,2;9,9;10,50485299;17,2;0;21,1;0;30
15/01/2024 12:00;20,5;8;5,6;0;38;23,4;0,2;9,2;6,907300594;14;0;22,1;0;27
15/01/2024 13:00;15;10;4;0;34;25,6;0,1;6,4;4,748769159;9,7;0;23,5;0;24
15/01/2024 14:00;11,9;6;3,7;0;31;25,8;0,1;5,1;4,173160776;8;0;24,7;0;23
15/01/2024 15:00;8,7;3;4,9;0;34;25,6;0,1;6,3;5,324377541;10;0;23,7;0;27
15/01/2024 16:00;7;7;1,2;0;172;25,9;0,1;6,4;5,612181733;10,3;0;23,5;0;28
15/01/2024 17:00;15,7;8;1,4;0;159;25,1;0,1;7,5;7,339006881;12,6;0;22;0;32
15/01/2024 18:00;15;4;1,4;0;109;21;0,2;10,1;15,97313262;21,3;0;19,5;0;39
15/01/2024 19:00;14,7;5;0,4;0;128;19,1;0,3;5,6;17,12434939;17,5;0;17,1;0;45
15/01/2024 20:00;10,2;9;0,3;0;301;9,5;0,6;16,7;31,51455896;38,6;0;15,7;0;52
15/01/2024 21:00;15,4;13;1,3;0;258;9,8;0,5;11,7;28,34871286;31,3;0;14,9;0;48
15/01/2024 22:00;14,8;9;0,9;0;37;18,7;0,3;6,3;12,66338442;15;0;14,3;0;52
15/01/2024 23:00;20,1;9;2;0;38;18;0,2;4,4;13,95850328;14,1;0;13,5;0;58
16/01/2024 0:00;14,5;12;0,2;0;179;18,8;0,2;4,2;11,79997185;12,4;0;12,7;0;61
16/01/2024 1:00;14,5;8;1,2;0;330;20,5;0,1;4;8,490223647;9,9;0;12,1;0;65
16/01/2024 2:00;19,1;10;2,2;0;348;20;0,1;3,6;8,490223647;9,6;0;11,7;0;65
16/01/2024 3:00;22,8;10;0,8;0;45;17,5;0,1;3,5;10,2170488;10,6;0;11,7;0;59
16/01/2024 4:00;17,2;6;0,7;0;111;20,5;0,1;3,9;6,763398499;8,7;0;11,7;0;53
16/01/2024 5:00;13,4;4;0,9;0;262;7,5;0,2;11,6;25,03896465;29;0;10,6;0;61
16/01/2024 6:00;10,6;9;0,7;0;204;0,8;0,5;50,8;41,44380357;79,4;0;9,5;0;72
16/01/2024 7:00;0;32;0,9;0;145;1,2;0,9;54,3;41,87550985;83,3;0;9,8;0;69
16/01/2024 8:00;35,4;23;1;0;339;4,8;1,2;73,6;42,45111824;103,1;0;11,7;0;58
16/01/2024 9:00;36,9;24;0,6;0;221;17,7;0,5;18,9;24,60725837;36;0;17,3;0;33
16/01/2024 10:00;36,3;13;1;0;104;25,2;0,1;7,8;8,202419456;13,5;0;20,9;0;24
16/01/2024 11:00;31,4;7;1;0;121;25,3;0,1;8,4;7,339006881;13,6;0;20,8;0;24
16/01/2024 12:00;26,6;5;0,9;0;109;26,3;0,1;7,5;5,468279637;11,3;0;22,4;0;25
16/01/2024 13:00;20,1;3;0,7;0;353;26,5;0,1;5,9;4,892671254;9,4;0;23,3;0;26
16/01/2024 14:00;14,9;5;0,6;0;147;26,6;0,1;6,1;5,180475446;9,7;0;24;0;27
16/01/2024 15:00;11,5;8;1,1;0;113;26,1;0,1;6,1;5,324377541;9,8;0;22,7;0;29
16/01/2024 16:00;9,2;8;1,3;0;346;24,9;0,2;8,2;8,490223647;14,1;0;21,7;0;30
16/01/2024 17:00;13,6;5;1,9;0;1;23,9;0,2;9,9;10,93655927;17,4;0;20,9;0;32
16/01/2024 18:00;21,1;3;0,9;0;351;21,5;0,2;10,4;15,10972005;21;0;18,5;0;41
16/01/2024 19:00;14,6;10;0,7;0;274;15;0,4;8,7;23,31213951;24,9;0;16,4;0;51
16/01/2024 20:00;15,2;12;0;0;184;13,6;0,5;12,1;24,89506256;29,4;0;15,3;0;48
16/01/2024 21:00;20;10;3;0;337;18,3;0,3;8,7;18,13166406;21,3;0;14,6;0;45
16/01/2024 22:00;21,1;8;1,6;0;347;12,5;0,4;7,6;27,34139819;26,5;0;13,3;0;45
16/01/2024 23:00;15,7;6;1,6;0;307;7,6;0,5;7,5;35,83162183;32,4;0;12,5;0;47
17/01/2024 0:00;18,9;7;2;0;291;6,9;0,4;6,2;35,11211135;30,6;0;12,2;0;49
17/01/2024 1:00;14,1;11;1,1;0;66;7,8;0,3;6,5;31,51455896;28,3;0;11,3;0;50
17/01/2024 2:00;20,8;8;1,3;0;90;1;0,3;19,7;43,45843291;50;0;10,9;0;56
17/01/2024 3:00;18,7;12;1,6;0;89;4,2;0,2;7;36,26332812;32,3;0;11,1;0;56
17/01/2024 4:00;21,8;12;0,7;0;103;7,5;0,2;4,1;30,93895058;25,7;0;11,1;0;57
17/01/2024 5:00;19,9;12;1,2;0;79;1,5;0,3;16,2;40,86819518;44,6;0;10,4;0;59
17/01/2024 6:00;26,8;25;0,8;0;45;0,6;0,6;0;0;0;0;10,1;0;63
17/01/2024 7:00;37,8;23;0,8;0;3;1,1;1,3;83,8;46,04867063;115,8;0;10,2;0;62
17/01/2024 8:00;44,7;34;0,8;0;101;6,9;1,2;64,8;45,61696434;96,5;0;13,2;0;47
17/01/2024 9:00;44,1;15;1,3;0;100;17,8;0,6;21,4;30,93895058;42,9;0;18,2;0;36
17/01/2024 10:00;38,8;10;0,2;0;76;22,7;0,3;10,5;9,929244604;17,3;0;20,7;0;36
17/01/2024 11:00;33,5;7;1,9;0;280;23,9;0,2;7,9;7,195104786;12,9;0;21,9;0;34
17/01/2024 12:00;27,9;6;1;0;240;24,2;0,2;7,1;5,468279637;10,9;0;22,8;0;31
17/01/2024 13:00;25,5;5;0,7;0;335;23,8;0,2;7;5,03657335;10,5;0;23,5;0;30
17/01/2024 14:00;18,9;6;1,7;0;74;22,5;0,1;6,8;5,324377541;10,5;0;23,7;0;30
17/01/2024 15:00;26,9;3;1,4;0;196;21,9;0,2;5,5;6,187790116;9,8;0;21,5;0;37
17/01/2024 16:00;18,6;3;0,9;0;208;19,9;0,2;8,2;7,339006881;13,2;0;22,3;0;35
17/01/2024 17:00;24,6;6;0,6;0;170;18,6;0,2;12,1;11,79997185;20,1;0;21,9;0;34
17/01/2024 18:00;23,4;11;0,6;0;37;15,7;0,4;11,1;16,8365452;22,9;0;19,6;0;40
17/01/2024 19:00;23,2;7;0,3;0;212;14,2;0,5;10,2;19,13897873;23,5;0;17,2;0;48
17/01/2024 20:00;21,1;16;0,8;0;35;12,6;0,5;11,6;21,58531436;26,6;0;16;0;56
17/01/2024 21:00;15,4;13;1;0;188;10,5;0,4;7,1;24,46335627;24,1;0;15;0;59
17/01/2024 22:00;15,2;9;1,1;0;79;14,2;0,3;5,1;16,40483891;16,5;0;14,7;0;57
17/01/2024 23:00;19,8;9;0,5;0;320;15,9;0,3;6,4;12,95118861;15,4;0;14,3;0;61
18/01/2024 0:00;20,4;10;0,7;0;330;17,1;0,2;4,3;11,51216766;12,3;0;13,9;0;63
18/01/2024 1:00;21,6;8;0,6;0;352;20;0,1;4,2;6,04388802;8,4;0;13,8;0;61
18/01/2024 2:00;16,4;6;0,2;0;5;19,2;0,2;4,6;6,187790116;8,9;0;13,5;0;62
18/01/2024 3:00;13,1;9;1,1;0;256;17,6;0,2;3,7;6,475594307;8,2;0;12,8;0;64
18/01/2024 4:00;14,6;8;1,3;0;107;12,7;0,2;4,3;11,94387394;12,7;0;12,4;0;64
18/01/2024 5:00;13,7;7;1;0;10;11,6;0,2;5,3;13,95850328;15;0;12,3;0;64
18/01/2024 6:00;17,9;7;0,7;0;48;8,2;0,3;15,4;21,58531436;30,2;0;12,5;0;66
18/01/2024 7:00;13,4;9;0,3;0;1;2,5;0,8;36,7;33,81699249;60,1;0;12,7;0;67
18/01/2024 8:00;20,4;19;0,9;0;197;9,8;0,7;23,6;20,2901955;37,7;0;14,8;0;61
18/01/2024 9:00;23,6;10;0,9;0;341;15,7;0,4;14,3;11,08046137;22;0;17,8;0;50
18/01/2024 10:00;18;10;0,8;0;167;19,8;0,2;8;6,187790116;12,3;0;19,5;0;44
18/01/2024 11:00;14;7;2,7;0;238;20,7;0,2;7,7;7,482908977;13;0;21,7;0;38
18/01/2024 12:00;15;7;0,7;0;245;22,3;0,2;6,3;5,756083829;10,3;0;23,1;0;32
18/01/2024 13:00;11,3;6;0,9;0;74;23,2;0,1;5,4;4,173160776;8,3;0;23,8;0;30
18/01/2024 14:00;10;3;1,4;0;3;23,9;0,1;5;3,741454489;7,6;0;24,8;0;26
18/01/2024 15:00;18,5;2;1,6;0;38;24,7;0,1;5,1;4,02925868;7,9;0;24,4;0;25
18/01/2024 16:00;13,7;6;1,4;0;19;25,7;0,1;6,3;5,899985924;10,5;0;23,8;0;26
18/01/2024 17:00;21,2;3;1;0;252;25,4;0,2;7;8,202419456;12,7;0;21,5;0;30
18/01/2024 18:00;20,7;6;0,8;0;254;21,6;0,3;11,1;17,84385987;23,6;0;19,8;0;38
18/01/2024 19:00;22,1;10;0,8;0;10;13,2;0,6;14,1;26,04627932;32,2;0;16,8;0;45
18/01/2024 20:00;20,8;10;1,2;0;16;13,1;0,6;14,2;25,03896465;31,5;0;15,9;0;50
18/01/2024 21:00;25,4;14;1,2;0;270;12;0,4;7,1;25,90237723;25,1;0;14,8;0;50
18/01/2024 22:00;22,1;10;1,8;0;198;6,6;0,5;8,8;30,93895058;30,4;0;14,2;0;54
18/01/2024 23:00;17,8;9;1;0;230;2,6;0,6;14,5;37,12674069;40,3;0;12,8;0;57
19/01/2024 0:00;18,8;8;1,7;0;232;1,7;0,6;21,5;38,70966375;48,4;0;12,4;0;60
19/01/2024 1:00;19,9;10;0,9;0;357;10,5;0,2;5,8;23,16823741;21,9;0;12,3;0;62
19/01/2024 2:00;25,3;10;1,1;0;72;6,4;0,2;5,2;26,33408352;23,5;0;11,1;0;65
19/01/2024 3:00;25,8;10;0,3;0;10;3,7;0,2;5,9;30,075538;26,8;0;10,1;0;69
19/01/2024 4:00;19,3;15;1,2;0;70;0,9;0,2;11,1;33,09748201;34,2;0;9,3;0;73
19/01/2024 5:00;21,1;14;1,2;0;64;0,5;0,3;24,4;33,81699249;47,9;0;9,5;0;72
19/01/2024 6:00;20,8;15;0,7;0;315;0,6;1;0;0;0;0;9,2;0;71
19/01/2024 7:00;68,4;48;1,7;0;307;0,7;1,5;0;0;0;0;9,9;0;68
19/01/2024 8:00;64,3;27;1,2;0;27;4;1,1;59,3;39,14137003;86,5;0;12,6;0;58
19/01/2024 9:00;59,8;16;1,4;0;143;12,5;0,7;29,3;32,66577573;52;0;17,4;0;45
19/01/2024 10:00;50,9;14;0,9;0;199;23,7;0,2;9,5;11,08046137;17,2;0;20,6;0;36
19/01/2024 11:00;41,6;6;1,5;0;74;24;0,2;7,3;7,195104786;12,4;0;21,7;0;32
19/01/2024 12:00;29,5;10;2,1;0;66;24,9;0,1;6,4;5,612181733;10,3;0;23,5;0;29
19/01/2024 13:00;21,4;7;0,2;0;32;21,8;0,2;10,1;8,634125743;16;0;22,7;0;33
19/01/2024 14:00;22,9;10;1,2;0;138;23,4;0,1;5,6;5,180475446;9,2;0;24,2;0;31
19/01/2024 15:00;23,4;8;0,8;0;225;22,5;0,1;5,5;5,899985924;9,6;0;22,3;0;35
19/01/2024 16:00;16,9;11;2;0;242;20,7;0,2;7;8,490223647;12,9;0;21,7;0;37
19/01/2024 17:00;17,9;9;2,4;0;293;19,4;0,2;6,8;11,51216766;14,8;0;20,3;0;41
19/01/2024 18:00;15,4;10;2,7;0;296;15,9;0,3;13;20,43409759;27,2;0;18,7;0;46
19/01/2024 19:00;28,4;19;0,7;0;352;10,4;0,6;9,1;28,49261495;28,9;0;17,1;0;52
19/01/2024 20:00;20,2;14;0,9;0;208;15;0,3;13,5;20,86580388;27,9;0;15,9;0;56
19/01/2024 21:00;39,6;17;0,7;0;75;15;0,3;10,5;22,73653112;26,3;0;15;0;54
19/01/2024 22:00;36,5;8;0,5;0;283;15,3;0,3;4,4;17,69995777;16,8;0;14,2;0;56
19/01/2024 23:00;30;10;0,7;0;343;11,8;0,4;9,5;25,03896465;26,9;0;13,3;0;55
20/01/2024 0:00;30,6;15;0,9;0;187;8,7;0,4;7,1;28,06090866;26,7;0;13,5;0;54
20/01/2024 1:00;22,9;12;0,5;0;26;7,5;0,3;5,8;28,34871286;25,5;0;13,6;0;56
20/01/2024 2:00;20,4;7;1,1;0;188;14;0,2;4,3;17,55605568;16,4;0;13,2;0;57
20/01/2024 3:00;19,2;6;1,5;0;306;17;0,2;4,9;11,08046137;12,6;0;12,3;0;63
20/01/2024 4:00;18,1;8;1,7;0;107;14,2;0,2;4,3;14,39020957;14,3;0;12;0;65
20/01/2024 5:00;21,9;7;0,7;0;20;13,9;0,2;5,6;13,81460119;15,1;0;12,3;0;65
20/01/2024 6:00;22,9;9;0,6;0;325;10,6;0,2;7,5;20,2901955;21,7;0;12,7;0;65
20/01/2024 7:00;17;14;1,1;0;325;3,8;0,5;15,4;31,37065687;37,2;0;13;0;64
20/01/2024 8:00;22,8;14;0,7;0;209;12;0,4;15,5;22,73653112;31,3;0;14,2;0;63
20/01/2024 9:00;16,7;13;1;0;112;17,5;0,4;11,7;13,3828949;21;0;14,6;0;64
20/01/2024 10:00;24,5;12;0,9;0;96;18,1;0,4;11,4;12,37558023;20,1;0;16,5;0;59
20/01/2024 11:00;24,6;12;1,8;0;233;17,8;0,3;8,7;9,929244604;15,6;0;18,3;0;53
20/01/2024 12:00;18,1;9;1,4;0;127;18,3;0,3;10,1;8,634125743;16,1;0;20,1;0;48
20/01/2024 13:00;14,5;9;0,7;0;15;18,6;0,2;8,1;8,05851736;13,7;0;20,1;0;46
20/01/2024 14:00;17;8;1,1;0;125;18,7;0,2;6,8;5,612181733;10,7;0;20,4;0;44
20/01/2024 15:00;18;7;0,2;0;93;19,3;0,1;5,2;4,317062871;8,2;0;20,9;0;43
20/01/2024 16:00;13,4;8;0,9;0;132;18,6;0,2;5,9;5,468279637;9,8;0;20,2;0;46
20/01/2024 17:00;14;6;0,6;0;122;17;0,2;8,2;8,346321551;13,9;0;18,6;0;51
20/01/2024 18:00;11,4;8;0,4;0;330;14,8;0,4;9,1;12,23167814;17,6;0;17,3;0;56
20/01/2024 19:00;12,7;9;0,7;0;138;13;0,3;7,3;13,67069909;16,8;0;16;0;61
20/01/2024 20:00;9,7;7;0,2;0;246;10,7;0,5;11,2;18,41946825;23,9;0;15,5;0;63
20/01/2024 21:00;16,6;11;0,3;0;172;12,2;0,3;7,7;14,82191586;18;0;15,5;0;62
20/01/2024 22:00;13,7;10;0,7;0;359;12,9;0,4;7,9;12,51948233;16,6;0;15,3;0;62
20/01/2024 23:00;19,6;7;0,8;0;218;15,2;0,3;6,1;9,497538317;12,7;0;15,5;0;61
21/01/2024 0:00;14,1;10;0,7;0;302;16,7;0,2;4,9;7,770713169;10,3;0;15,4;0;62
21/01/2024 1:00;12,1;6;0,7;0;83;17,2;0,3;4,6;6,475594307;9,1;0;15;0;65
21/01/2024 2:00;8,8;5;0,3;0;331;17,4;0,3;3,9;5,468279637;7,7;0;14,9;0;64
21/01/2024 3:00;10;10;1,3;0;141;17,9;0,3;3,5;5,180475446;7,1;0;15;0;62
21/01/2024 4:00;21;9;2,2;0;22;18,4;0,3;3,5;4,317062871;6,5;0;14,8;0;63
21/01/2024 5:00;15,7;7;0,9;0;63;20,5;0,2;3,5;3,165846106;5,7;0;14,8;0;64
21/01/2024 6:00;12;8;0,5;0;327;18,9;0,3;4,1;4,604867063;7,3;0;14,8;0;63
21/01/2024 7:00;9,5;7;0,4;0;281;16,6;0,3;4,3;6,331692211;8,7;0;14,6;0;65
21/01/2024 8:00;7,5;7;0,7;0;110;14;0,3;6,2;10,50485299;13,4;0;15,1;0;65
21/01/2024 9:00;13,5;10;0,5;0;339;17,1;0,4;7,6;10,0731467;14,6;0;15,7;0;63
21/01/2024 10:00;12;12;1,4;0;140;20,1;0,3;5,5;6,04388802;9,6;0;17,5;0;57
21/01/2024 11:00;12,4;7;2,6;0;354;20,5;0,3;5,7;4,892671254;9;0;17,8;0;56
21/01/2024 12:00;9,2;6;2,6;0;317;20,2;0,3;7,2;5,468279637;11;0;18,9;0;51
21/01/2024 13:00;6,9;3;3,8;0;130;18,6;0,4;8,2;6,907300594;13;0;18,8;0;52
21/01/2024 14:00;5;4;0,6;0;196;18,5;0,3;7,6;5,468279637;11,4;0;19,3;0;50
21/01/2024 15:00;15,5;11;1,3;0;26;18,5;0,3;6,3;5,468279637;10,1;0;19,2;0;49
21/01/2024 16:00;12,2;12;0,7;0;135;18;0,3;5,4;5,324377541;9,1;0;19;0;50
21/01/2024 17:00;14;14;0,9;0;204;18,1;0,3;6;6,475594307;10,5;0;19,6;0;49
21/01/2024 18:00;9;9;0,9;0;110;15,6;0,4;4,8;2,446335627;6,4;0;17,1;0;56
21/01/2024 19:00;6,5;0;1;0;345;13,6;0,4;0;0;0;0;15,7;0;60
21/01/2024 20:00;10,5;0;1,2;0;297;10,7;0,5;5,9;16,40483891;17,3;0;14,7;0;63
21/01/2024 21:00;12;12;1,8;0;177;14,4;0,4;7,3;12,80728652;16,3;0;14,4;0;64
21/01/2024 22:00;17;15;2,4;0;195;15,8;0,4;4,4;9,353636221;11;0;14,2;0;65
21/01/2024 23:00;12,3;9;0,9;0;155;8,8;0,4;7;19,28288083;20,4;0;13;0;70
22/01/2024 0:00;12;12;1;0;220;13,5;0,3;3,7;11,08046137;11,5;0;12,5;0;69
